Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
26, 8.717203 1 -9.642204, 0.5526648, 0, 5.524802,3.932813,3.43665,5.531158,1.455747,5.35501,4.410893
27, 8.717203 1 -9.342204, 0.5526648, 0, 5.323919,3.954602,3.697521,5.617264,1.437045,5.176286,4.114752
28, 8.717203 1 -9.042204, 0.5526648, 0, 5.132717,3.998843,3.963934,5.717831,1.480202,5.009166,3.819214
29, 8.717203 1 -8.742204, 0.5526648, 0, 4.952319,4.064801,4.234841,5.832112,1.580157,4.854847,3.52443
30, 8.717203 1 -8.442204, 0.5526648, 0, 4.783946,4.151443,4.509432,5.959318,1.727078,4.714589,3.230606
31, 8.717203 1 -8.142203, 0.5526648, 0, 4.628911,4.257504,4.787075,6.09864,1.910156,4.589679,2.938031
32, 8.717203 1 -7.842203, 0.2221828, 0, 4.488596,4.381576,5.067267,6.249269,2.120047,4.481401,2.647118
33, 8.717203 1 -7.542203, 0.5221829, 0, 4.364421,4.522175,5.349607,6.410406,2.349574,4.390987,2.358484
34, 8.717203 1 -7.242203, 0.5881335, 0, 4.257799,4.677813,5.633774,6.58128,2.59353,4.319557,2.073079
35, 8.417203 1 -7.242203, 0.3059879, 6, 3.975239,4.428732,5.734574,6.82685,2.770899,4.613575,1.994734
36, 8.117203 1 -7.242203, 0.1529939, 6, 3.69543,4.186335,5.849041,7.076619,2.968057,4.908318,1.959662
37, 7.817203 1 -7.242203, 0.1529939, 6, 3.419047,3.951852,5.976388,7.330156,3.181327,5.203661,1.970173
38, 7.517202 1 -7.242203, 0.1529939, 6, 3.146992,3.726777,6.115811,7.587083,3.407686,5.499509,2.02556
39, 7.217202 1 -7.242203, 0.1529939, 6, 2.880492,3.512918,6.266504,7.847068,3.644695,5.795784,2.12231
40, 6.917202 1 -7.242203, 0.1529939, 6, 2.621243,3.312451,6.427675,8.109818,3.890409,6.092422,2.255108
41, 6.617202 1 -7.242203, 0.1529939, 6, 2.371622,3.127949,6.598557,8.37507,4.14328,6.389376,2.41802
42, 6.40507 1 -7.030071, 0.3651259, 7, 2.076181,3.189607,6.894864,8.66145,4.43545,6.574369,2.38916
43, 6.192938 1 -6.817939, 0.5772579, 7, 1.782265,3.27767,7.191478,8.948724,4.728601,6.767611,2.397781
44, 5.980806 1 -6.605807, 0.7893898, 7, 1.490774,3.390081,7.488362,9.236807,5.022561,6.968412,2.443485
45, 5.768674 1 -6.393675, 1.001522, 7, 1.203472,3.524511,7.785484,9.525626,5.317196,7.17614,2.524259
46, 5.468674 1 -6.393675, 0.8396037, 6, 0.9440028,3.452974,7.970497,9.787712,5.567151,7.476136,2.796839
47, 5.168674 1 -6.393675, 0.5937605, 6, 0.716894,3.406447,8.162345,10.05192,5.821836,7.776132,3.074531
