Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
47, 0.9899947 1 -13.015, 0.9848532, 0, 8.055065,4.988929,9.49643,13.2057,9.849579,13.68459,10.46001
48, 0.9899947 1 -12.715, 0.7217697, 0, 7.789805,4.799749,9.487866,13.16536,9.743532,13.54113,10.24028
49, 0.9899947 1 -12.415, 0.505815, 0, 7.527155,4.622313,9.488785,13.13176,9.645654,13.40284,10.02471
50, 0.6899947 1 -12.415, 0.7651253, 6, 7.679067,4.871739,9.788733,13.43026,9.931085,13.6711,10.2378
51, 0.6899947 1 -12.115, 0.7189827, 0, 7.424625,4.716145,9.798813,13.40404,9.84422,13.5408,10.03115
52, 0.6899947 1 -11.815, 0.7189827, 0, 7.173706,4.574955,9.818052,13.38449,9.765802,13.41594,9.829323
53, 0.6899947 1 -11.515, 0.7189827, 0, 6.926692,4.449539,9.846399,13.37164,9.696036,13.29667,9.632607
54, 0.6899947 1 -11.215, 0.7189827, 0, 6.684015,4.341265,9.883775,13.36552,9.63511,13.18316,9.441327
55, 0.6899947 1 -10.915, 0.7189827, 0, 6.446166,4.251443,9.930078,13.36613,9.583191,13.07554,9.255819
56, 0.6899947 1 -10.615, 0.7189827, 0, 6.213699,4.181262,9.985183,13.37347,9.540428,12.97397,9.076438
57, 0.6899947 1 -10.315, 0.7189827, 0, 5.987241,4.131724,10.04895,13.38753,9.506945,12.87859,8.903553
58, 0.6899947 1 -10.015, 0.7189827, 0, 5.7675,4.103575,10.1212,13.40829,9.482839,12.78953,8.73755
59, 0.6899947 1 -9.714998, 0.7189827, 0, 5.555273,4.097258,10.20177,13.43571,9.468181,12.70694,8.57883
60, 0.6899947 1 -9.414998, 0.7189827, 0, 5.351453,4.112871,10.29046,13.46977,9.463016,12.63093,8.427802
61, 0.6899947 1 -9.114998, 0.7189827, 0, 5.157039,4.150168,10.38706,13.5104,9.46736,12.56163,8.284888
62, 0.6899947 1 -8.814998, 0.7189827, 0, 4.973133,4.208572,10.49135,13.55755,9.481198,12.49914,8.150517
63, 0.6899947 1 -8.514997, 0.7189827, 0, 4.800943,4.287222,10.60311,13.61115,9.504491,12.44358,8.025113
64, 0.6899947 1 -8.214997, 0.7189827, 0, 4.641773,4.385027,10.72209,13.67113,9.537168,12.39503,7.909108
65, 0.6899947 1 -7.914997, 0.7189827, 0, 4.497005,4.500739,10.84807,13.73739,9.579133,12.35358,7.802917
66, 0.6899947 1 -7.614997, 0.7189827, 0, 4.368073,4.633016,10.98081,13.80986,9.630265,12.3193,7.706948
67, 0.6899947 1 -7.314997, 0.7300741, 0, 4.256413,4.780484,11.12005,13.88843,9.69042,12.29224,7.621587
68, 0.9021267 1 -7.102865, 0.5852608, 1, 3.986564,4.717007,11.0378,13.74448,9.532308,12.06577,7.362088
69, 1.114259 1 -6.890733, 0.5894374, 1, 3.721335,4.671968,10.96314,13.60562,9.381125,11.84257,7.105778
70, 1.326391 1 -6.678601, 0.7276505, 1, 3.461788,4.645903,10.89623,13.47201,9.237216,11.62282,6.853016
71, 1.538523 1 -6.466469, 0.9287279, 1, 3.209301,4.639132,10.83721,13.34381,9.100924,11.40673,6.604209
72, 1.750655 1 -6.254337, 1.14086, 1, 2.965679,4.651738,10.78622,13.22118,8.972595,11.19451,6.359821
73, 2.050655 1 -6.254337, 1.14086, 2, 2.668641,4.461727,10.54498,12.94245,8.692298,10.89452,6.063505
74, 2.350655 1 -6.254337, 1.14086, 2, 2.372349,4.284314,10.30684,12.66469,8.413361,10.59454,5.767569
75, 2.650655 1 -6.254337, 1.14086, 2, 2.077121,4.121126,10.07199,12.38797,8.135921,10.29455,5.472076
76, 2.950655 1 -6.254337, 1.14086, 2, 1.783487,3.973917,9.840688,12.11236,7.860141,9.994566,5.177101
77, 3.250654 1 -6.254337, 1.14086, 2, 1.492386,3.844523,9.613182,11.83794,7.586199,9.694581,4.882739
78, 3.462786 1 -6.042205, 1.119829, 1, 1.240666,3.964074,9.598284,11.73437,7.486485,9.487089,4.635653
79, 3.762786 1 -6.042205, 0.8211324, 2, 0.9449464,3.874209,9.381284,11.46429,7.219648,9.187259,4.339969
80, 4.062787 1 -6.042205, 0.5344459, 2, 0.6531426,3.805932,9.168963,11.19575,6.955515,8.887437,4.044919
