Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
56, 0.7929386 1 -8.917939, 0.6160388, 0, 4.953592,4.085512,10.35841,13.43904,9.372574,12.41906,8.103492
57, 0.7929386 1 -8.617939, 0.6160388, 0, 4.774234,4.159066,10.46863,13.49082,9.392848,12.36064,7.973477
58, 0.7929386 1 -8.317939, 0.6160388, 0, 4.607445,4.252558,10.58621,13.54905,9.422635,12.30926,7.852777
59, 0.7929386 1 -8.017939, 0.6160388, 0, 4.454637,4.364708,10.71091,13.61365,9.461845,12.265,7.741827
60, 1.005071 1 -7.805807, 0.4039068, 1, 4.167118,4.265354,10.6135,13.4573,9.286151,12.02744,7.469476
61, 1.217203 1 -7.593675, 0.1917748, 1, 3.881488,4.18519,10.52375,13.30589,9.116944,11.79272,7.199324
62, 1.429335 1 -7.381543, 0.01365399, 1, 3.598198,4.125335,10.44184,13.15957,8.954595,11.56102,6.931627
63, 1.641467 1 -7.169411, 0.225786, 1, 3.317847,4.086681,10.36798,13.01853,8.79948,11.33253,6.666682
64, 1.853599 1 -6.957279, 0.4379179, 1, 3.041249,4.069831,10.30232,12.88292,8.65199,11.10744,6.404829
65, 2.065731 1 -6.745147, 0.6500499, 1, 2.769526,4.075058,10.24503,12.75293,8.512521,10.88597,6.146464
66, 2.277863 1 -6.533015, 0.8621819, 1, 2.504267,4.102276,10.19625,12.62874,8.381474,10.66833,5.892047
67, 2.489995 1 -6.320883, 1.074314, 1, 2.247763,4.151052,10.15609,12.5105,8.259249,10.45477,5.64211
68, 2.789994 1 -6.320883, 1.074314, 2, 1.955105,3.992891,9.921895,12.23371,7.981691,10.15477,5.347502
69, 3.089994 1 -6.320883, 1.074314, 2, 1.665062,3.851639,9.691323,11.95804,7.705815,9.854776,5.053527
70, 3.389994 1 -6.320883, 1.074314, 2, 1.379285,3.729218,9.464643,11.68357,7.431808,9.554778,4.760305
71, 3.689994 1 -6.320883, 1.011702, 2, 1.101101,3.627535,9.242144,11.41038,7.159886,9.254781,4.467983
72, 3.989994 1 -6.320883, 0.7217257, 2, 0.8381056,3.548373,9.024133,11.13857,6.890296,8.954782,4.17675
73, 4.202127 1 -6.108751, 0.4251816, 1, 0.547629,3.716169,9.02409,11.04137,6.801371,8.746058,3.921584
