Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
43, 0.9899947 1 -14.815, 0.395388, 6, 9.689278,6.307163,9.743595,13.58503,10.64241,14.64525,11.85254
44, 0.6899947 1 -14.815, 0.395388, 6, 9.807757,6.492177,10.03593,13.87379,10.90177,14.89114,12.0333
45, 0.3899947 1 -14.815, 0.3798986, 6, 9.933887,6.685538,10.32871,14.16301,11.16318,15.13899,12.21875
46, 0.08999467 1 -14.815, 0.3814551, 6, 10.06738,6.886543,10.62188,14.45268,11.42647,15.38869,12.40869
47, -0.2100053 1 -14.815, 0.395388, 6, 10.20794,7.094543,10.91543,14.74276,11.69154,15.64016,12.6029
48, -0.5100054 1 -14.815, 0.3217719, 6, 10.35529,7.308939,11.20932,15.03322,11.95826,15.89331,12.8012
49, -0.5100054 1 -14.515, 0.2538816, 0, 10.09698,7.105546,11.15376,14.96175,11.82549,15.73568,12.57944
50, -0.5100054 1 -14.215, 0.343144, 0, 9.841042,6.909194,11.10602,14.89598,11.6989,15.58222,12.36098
51, -0.5100054 1 -13.915, 0.2239714, 0, 9.587653,6.720502,11.06622,14.83599,11.57871,15.43307,12.146
52, -0.5100054 1 -13.615, 0.3473997, 0, 9.337028,6.540133,11.03443,14.78184,11.46511,15.28836,11.93469
53, -0.5100054 1 -13.315, 0.3473996, 0, 9.089395,6.368793,11.01072,14.7336,11.3583,15.1482,11.72725
54, -0.5100054 1 -13.015, 0.3473996, 0, 8.845003,6.20723,10.99516,14.69134,11.25847,15.01273,11.52389
55, -0.5100054 1 -12.715, 0.3473996, 0, 8.604132,6.056227,10.98776,14.65509,11.16582,14.88208,11.32482
56, -0.5100054 1 -12.415, 0.3473994, 0, 8.367084,5.916593,10.98855,14.62491,11.08051,14.75637,11.13028
57, -0.5100054 1 -12.115, 0.2382949, 0, 8.134192,5.78915,10.99753,14.60083,11.00272,14.63573,10.9405
58, -0.5100054 1 -11.815, 0.3473993, 0, 7.905826,5.67472,11.01468,14.58288,10.93262,14.52028,10.75575
59, -0.5100054 1 -11.515, 0.1750002, 0, 7.682387,5.574103,11.03996,14.57109,10.87034,14.41016,10.57628
60, -0.5100054 1 -11.215, 0.3126635, 0, 7.46432,5.488061,11.0733,14.56547,10.81603,14.30548,10.40236
61, -0.5100054 1 -10.915, 0.3175111, 0, 7.252108,5.417287,11.11465,14.56603,10.76981,14.20637,10.23429
62, -0.5100054 1 -10.615, 0.2879324, 0, 7.04628,5.362387,11.16391,14.57276,10.73178,14.11294,10.07235
63, -0.5100054 1 -10.315, 0.2845249, 0, 6.847414,5.32385,11.22098,14.58567,10.70202,14.02531,9.916843
64, -0.5100054 1 -10.015, 0.2673625, 0, 6.65613,5.302034,11.28573,14.60472,10.68061,13.94358,9.768076
65, -0.5100054 1 -9.714998, 0.3012052, 0, 6.473104,5.297146,11.35804,14.62991,10.6676,13.86786,9.626362
66, -0.5100054 1 -9.414998, 0.2925343, 0, 6.299053,5.309232,11.43777,14.66119,10.66301,13.79825,9.492017
67, -0.5100054 1 -9.114998, 0.3259534, 0, 6.134743,5.338177,11.52476,14.69853,10.66687,13.73484,9.365357
68, -0.5100054 1 -8.814998, 0.2460229, 0, 5.980976,5.383708,11.61884,14.74188,10.67915,13.67772,9.246699
69, -0.5100054 1 -8.514997, 0.356829, 0, 5.838584,5.445412,11.71985,14.79119,10.69984,13.62696,9.136354
70, -0.5100054 1 -8.214997, 0.2906994, 0, 5.708421,5.522744,11.82761,14.8464,10.72888,13.58264,9.034629
71, -0.5100054 1 -7.914997, 0.3568287, 0, 5.591339,5.615059,11.94193,14.90744,10.7662,13.54483,8.941814
72, -0.5100054 1 -7.614997, 0.2299977, 0, 5.488175,5.721632,12.06264,14.97425,10.81172,13.51357,8.858192
73, -0.5100054 1 -7.314997, 0.3568286, 0, 5.399729,5.841683,12.18953,15.04674,10.86533,13.4889,8.784026
74, -0.5100054 1 -7.014997, 0.3568286, 0, 5.326732,5.9744,12.32242,15.12484,10.92692,13.47088,8.719556
75, -0.5100054 1 -6.714996, 0.3568285, 0, 5.269827,6.118958,12.46112,15.20845,10.99636,13.45953,8.664998
76, -0.5100054 1 -6.414996, 0.2535563, 0, 5.229539,6.274539,12.60543,15.29749,11.07349,13.45485,8.620541
77, -0.5100054 1 -6.114996, 0.3568283, 0, 5.206254,6.440343,12.75517,15.39186,11.15815,13.45686,8.586341
78, -0.5100054 1 -5.814996, 0.244758, 0, 5.2002,6.615604,12.91014,15.49147,11.25018,13.46556,8.562523
79, -0.5100054 1 -5.514996, 0.308479, 0, 5.211438,6.799589,13.07016,15.59622,11.3494,13.48092,8.549171
80, -0.5100054 1 -5.214995, 0.2655777, 0, 5.239856,6.991609,13.23505,15.70599,11.45561,13.50294,8.546336
81, -0.5100054 1 -4.914995, 0.3292412, 0, 5.285177,7.191021,13.40463,15.8207,11.56863,13.53158,8.554029
82, -0.5100054 1 -4.614995, 0.2899025, 0, 5.346971,7.397228,13.57871,15.94022,11.68826,13.56679,8.572219
83, -0.5100054 1 -4.314995, 0.2655775, 0, 5.424675,7.609676,13.75714,16.06446,11.8143,13.60852,8.600842
84, -0.5100054 1 -4.014995, 0.305387, 0, 5.517618,7.827858,13.93974,16.19331,11.94654,13.65672,8.639792
85, -0.5100054 1 -3.714995, 0.2846757, 0, 5.625043,8.051308,14.12635,16.32665,12.08479,13.71131,8.688932
86, -0.2100053 1 -3.714995, 0.5067682, 2, 5.348935,7.857194,13.8943,16.0596,11.82093,13.41705,8.394041
87, 0.08999467 1 -3.714995, 0.4436264, 2, 5.075539,7.669905,13.66489,15.79372,11.55883,13.12305,8.099524
88, 0.3899947 1 -3.714995, 0.5067682, 2, 4.805319,7.489952,13.43827,15.52909,11.29862,12.82933,7.805424
89, 0.6899947 1 -3.714995, 0.5067682, 2, 4.538842,7.317877,13.21457,15.26577,11.04042,12.5359,7.511792
90, 0.9899947 1 -3.714995, 0.5067682, 2, 4.276808,7.154248,12.99394,15.00382,10.78439,12.24279,7.218683
91, 1.289995 1 -3.714995, 0.4368868, 2, 4.020085,6.999658,12.77655,14.74333,10.53069,11.95003,6.926164
92, 1.589995 1 -3.714995, 0.5067682, 2, 3.769759,6.854717,12.56256,14.48436,10.27947,11.65763,6.634314
93, 1.889995 1 -3.714995, 0.5067682, 2, 3.527191,6.720051,12.35215,14.22701,10.03094,11.36563,6.343223
94, 2.189995 1 -3.714995, 0.5067682, 2, 3.294097,6.596289,12.14551,13.97136,9.785292,11.07405,6.053003
95, 2.402127 1 -3.927127, 0.7189001, 3, 2.995057,6.31876,11.8457,13.67937,9.489505,10.81858,5.795068
96, 2.614259 1 -4.139259, 0.9310324, 3, 2.696229,6.043378,11.54589,13.38773,9.193992,10.56545,5.541369
97, 2.826391 1 -4.351391, 1.143164, 3, 2.397695,5.770452,11.24609,13.09648,8.898779,10.31483,5.292517
98, 3.038522 1 -4.563523, 1.355296, 3, 2.099579,5.500348,10.9463,12.80562,8.603896,10.06691,5.049227
99, 3.250654 1 -4.775655, 1.567428, 3, 1.802088,5.2335,10.64653,12.5152,8.309381,9.821901,4.812345
100, 3.462786 1 -4.987787, 1.468183, 3, 1.505593,4.970435,10.34677,12.22524,8.015272,9.580018,4.582861
101, 3.674918 1 -5.199919, 1.101816, 3, 1.210825,4.711785,10.04702,11.93578,7.721617,9.341507,4.361948
102, 3.88705 1 -5.412051, 0.7950848, 3, 0.9194492,4.45832,9.74729,11.64685,7.428468,9.106633,4.150969
103, 4.099183 1 -5.624183, 0.5123752, 3, 0.6361408,4.210975,9.447576,11.35849,7.135889,8.875684,3.951519
