0,1,6,11.352943,11.416816,11.480219,11.506266,11.479944,11.416425,11.35267,11.326265 1,-1,6,8.955564,9.02425,9.076598,9.082384,9.038292,8.969714,8.920239,8.910845 1,-1,6,2.610599,2.679146,2.732714,2.741371,2.700412,2.632418,2.577187,2.567554 1,-1,6,3.015481,3.013372,3.06154,3.130423,3.179642,3.181641,3.135576,3.066546 1,-1,6,5.147575,5.202913,5.271017,5.312216,5.303105,5.248823,5.177181,5.138172 1,-1,6,7.466714,7.49198,7.555324,7.619249,7.646674,7.621922,7.564077,7.494697 1,-1,6,9.771623,9.825638,9.894045,9.936865,9.929412,9.875965,9.80559,9.764044
0,1,6,11.141155,11.20453,11.268426,11.295662,11.270542,11.20754,11.1433,11.115686 1,-1,6,8.688966,8.757563,8.810597,8.817455,8.774208,8.705742,8.65556,8.645076 1,-1,6,2.35058,2.418603,2.474616,2.487354,2.449944,2.382816,2.324682,2.310956 1,-1,6,3.153589,3.145509,3.189204,3.257815,3.31091,3.318587,3.277316,3.208409 1,-1,6,5.000952,5.054119,5.122658,5.166571,5.160904,5.108848,5.036964,4.995097 1,-1,6,7.479159,7.501838,7.564055,7.628943,7.658827,7.636614,7.580112,7.509639 1,-1,6,9.629674,9.682509,9.751109,9.795362,9.789751,9.737498,9.66681,9.623967
0,1,4,11.60553,11.66678,11.732367,11.76407,11.36204,11.682752,11.616885,11.584779 1,-1,4,8.891857,8.959418,9.016741,9.030663,8.802871,8.925899,8.867989,8.853811 1,-1,4,2.729144,2.789606,2.855648,2.889342,2.507334,2.813458,2.746402,2.710932 1,-1,4,4.087802,4.082707,4.128441,4.197229,3.539003,4.253558,4.209183,4.140594 1,-1,4,5.698818,5.746336,5.815206,5.865051,5.307427,5.820831,5.752028,5.701195 1,-1,4,8.399454,8.420204,8.481505,8.547055,7.879338,8.558365,8.497619,8.431685 1,-1,4,10.312498,10.362299,10.431161,10.478763,9.935576,10.428356,10.359475,10.311322
0,1,4,11.414216,11.474824,11.540816,11.573727,11.58443,11.494384,11.428124,11.394792 1,-1,4,8.644138,8.711428,8.769471,8.784685,8.957809,8.681352,8.622716,8.607215 1,-1,4,2.553081,2.61031,2.677821,2.716637,2.710959,2.650232,2.582,2.541129 1,-1,4,4.233453,4.224016,4.266383,4.334806,3.806348,4.398061,4.356974,4.288905 1,-1,4,5.598975,5.643952,5.712672,5.764776,5.580911,5.726452,5.657899,5.604802 1,-1,4,8.431893,8.450305,8.51046,8.57671,8.178621,8.592427,8.53285,8.466256 1,-1,4,10.195765,10.24427,10.313153,10.36206,10.20608,10.314785,10.245913,10.196448
0,1,4,11.227659,11.287577,11.353961,11.388107,11.81025,11.310838,11.2442,11.209615 1,-1,4,8.399829,8.466806,8.525586,8.542161,9.119987,8.440382,8.381004,8.36411 1,-1,4,2.401713,2.454697,2.523237,2.567476,2.93119,2.512353,2.443507,2.396981 1,-1,4,4.394784,4.381338,4.42041,4.488247,4.078238,4.557754,4.51987,4.452515 1,-1,4,5.513667,5.555899,5.624289,5.678596,5.856991,5.646453,5.578335,5.523042 1,-1,4,8.474835,8.490905,8.549849,8.616715,8.477955,8.636781,8.578434,8.511267 1,-1,4,10.086606,10.13375,10.202604,10.25281,10.4782,10.208769,10.139957,10.089189
0,1,6,11.0461,11.105278,11.172038,11.207444,11.191073,11.132351,11.61689,11.02949 1,-1,6,8.159236,8.225851,8.285386,8.303393,8.269566,8.203306,8.871428,8.124809 1,-1,6,2.279962,2.32752,2.396398,2.44617,2.449332,2.404184,2.744836,2.283353 1,-1,6,4.570134,4.553015,4.588902,4.655983,4.714565,4.7311,4.209631,4.629803 1,-1,6,5.443576,5.482867,5.550732,5.607163,5.61978,5.581453,5.7491,5.456572 1,-1,6,8.52812,8.541855,8.599531,8.666925,8.704747,8.691269,8.502855,8.566555 1,-1,6,9.98527,10.030987,10.099759,10.151252,10.155699,10.110547,10.35713,9.989791
0,1,6,10.86979,10.928176,10.995291,11.031981,11.017083,10.959171,11.42813,10.854669 1,-1,6,7.922697,7.988894,8.0492,8.068714,8.036276,7.970472,8.626139,7.889658 1,-1,6,2.192767,2.233644,2.301896,2.357024,2.36838,2.329868,2.579996,2.204969 1,-1,6,4.757954,4.737484,4.770328,4.836527,4.896848,4.916655,4.357748,4.819259 1,-1,6,5.389297,5.425463,5.492597,5.551044,5.567219,5.53198,5.655082,5.405956 1,-1,6,8.591555,8.602971,8.659326,8.727165,8.766905,8.755704,8.53823,8.63192 1,-1,6,9.891998,9.936222,10.004855,10.057621,10.064006,10.020346,10.24343,9.89849
0,1,6,10.698987,10.756525,10.823975,10.861971,10.8486,10.791553,11.2442,10.685412 1,-1,6,7.690587,7.756304,7.817392,7.838492,7.807543,7.742261,8.38441,7.65904 1,-1,6,2.144347,2.17738,2.243819,2.303775,2.323623,2.292699,2.441032,2.165657 1,-1,6,4.956826,4.933313,4.963268,5.0285,5.090297,5.113089,4.520944,5.019506 1,-1,6,5.351311,5.384186,5.450378,5.510708,5.530454,5.498453,5.575639,5.371643 1,-1,6,8.664919,8.674037,8.729028,8.797228,8.838814,8.829866,8.58395,8.707136 1,-1,6,9.807019,9.849687,9.918121,9.972139,9.980492,9.938386,10.13733,9.815513
0,1,6,10.533961,10.590593,10.65835,10.697675,10.685884,10.62976,11.06535,10.521987 1,-1,6,7.463319,7.528484,7.590364,7.613132,7.58378,7.519095,8.146557,7.433376 1,-1,6,2.137341,2.161666,2.225022,2.288929,2.317159,2.294483,2.332572,2.167546 1,-1,6,5.165474,5.139201,5.166433,5.230643,5.293687,5.319197,4.697649,5.229304 1,-1,6,5.329965,5.35941,5.424447,5.486504,5.509803,5.481165,5.511402,5.353945 1,-1,6,8.747961,8.754812,8.808401,8.876882,8.920237,8.913513,8.639852,8.791951 1,-1,6,9.730551,9.771599,9.839773,9.895018,9.905363,9.864872,10.03908,9.741072
0,1,6,10.374985,10.43065,10.498686,10.539356,10.529202,10.474061,10.89183,10.364669 1,-1,6,7.241347,7.305878,7.368555,7.393076,7.36544,7.301435,7.912929,7.21313 1,-1,6,2.172148,2.187377,2.246492,2.313226,2.349303,2.335131,2.259014,2.21053 1,-1,6,5.382763,5.353991,5.378665,5.441825,5.505919,5.533901,4.886396,5.447552 1,-1,6,5.32546,5.351364,5.415037,5.478644,5.505445,5.48027,5.462907,5.353028 1,-1,6,8.840409,8.84503,8.897187,8.965872,9.010918,9.006382,8.705737,8.886091 1,-1,6,9.662795,9.702162,9.770011,9.826453,9.838812,9.799994,9.948908,9.675363
