Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
43, 0.7050706 1 -12.43007, 0.783525, 7, 7.684109,4.867263,9.773396,13.41676,9.921311,13.66429,10.2375
44, 0.4929386 1 -12.21794, 0.9301704, 7, 7.618316,4.938325,9.991233,13.60866,10.06211,13.76293,10.24573
45, 0.2808065 1 -12.00581, 1.128171, 7, 7.563859,5.026317,10.21324,13.80441,10.20979,13.86736,10.26273
46, 0.2808065 1 -11.70581, 1.128171, 0, 7.32219,4.900771,10.2349,13.78781,10.13744,13.74785,10.06879
47, 0.2808065 1 -11.40581, 1.128171, 0, 7.084982,4.790747,10.26529,13.77771,10.0735,13.63389,9.880163
48, 0.2808065 1 -11.10581, 1.128171, 0, 6.852699,4.697336,10.30432,13.77415,10.01814,13.52563,9.697148
49, 0.2808065 1 -10.80581, 1.011381, 0, 6.625859,4.621543,10.35191,13.77712,9.9715,13.4232,9.520069
50, 0.2808065 1 -10.50581, 1.128171, 0, 6.405038,4.564249,10.40793,13.78661,9.933708,13.32674,9.349266
51, 0.2808065 1 -10.20581, 1.128171, 0, 6.190883,4.526154,10.47224,13.80263,9.904861,13.23637,9.185086
52, 0.2808065 1 -9.905807, 1.086323, 0, 5.984107,4.507745,10.54471,13.82513,9.88504,13.15223,9.027894
53, 0.2808065 1 -9.605807, 1.128171, 0, 5.785504,4.509265,10.62515,13.8541,9.874298,13.07443,8.878057
54, 0.2808065 1 -9.305807, 1.128171, 0, 5.595942,4.530693,10.71339,13.88949,9.872664,13.00309,8.735958
55, 0.2808065 1 -9.005807, 1.128171, 0, 5.416372,4.571748,10.80924,13.93124,9.880143,12.93832,8.601977
56, 0.2808065 1 -8.705807, 1.036557, 0, 5.247819,4.631909,10.9125,13.97932,9.896715,12.88021,8.476501
57, 0.2808065 1 -8.405807, 1.128171, 0, 5.091377,4.710444,11.02295,14.03364,9.922334,12.82885,8.35991
58, 0.2808065 1 -8.105806, 1.128171, 0, 4.948195,4.806452,11.1404,14.09414,9.95693,12.78433,8.252584
59, 0.2808065 1 -7.805806, 1.067335, 0, 4.819455,4.918911,11.26461,14.16074,10.00041,12.74671,8.154888
60, 0.2808065 1 -7.505806, 1.128171, 0, 4.706343,5.046721,11.39537,14.23336,10.05266,12.71607,8.067171
61, 0.2808065 1 -7.205806, 1.145575, 0, 4.610009,5.188747,11.53245,14.31189,10.11354,12.69244,7.989762
62, 0.2808065 1 -6.905806, 1.14764, 0, 4.531523,5.343856,11.67563,14.39625,10.1829,12.67587,7.922963
63, 0.2808065 1 -6.605805, 1.095647, 0, 4.471824,5.510944,11.82469,14.48633,10.26056,12.66638,7.867045
64, 0.2808065 1 -6.305805, 1.14764, 0, 4.431674,5.688955,11.97941,14.58203,10.34635,12.664,7.82224
65, 0.2808065 1 -6.005805, 1.14764, 0, 4.411603,5.876897,12.13957,14.68323,10.44005,12.66872,7.788742
66, 0.5808066 1 -6.005805, 1.44764, 2, 4.111779,5.650163,11.88871,14.40218,10.15684,12.36884,7.490083
67, 0.8808066 1 -6.005805, 1.544268, 2, 3.811983,5.430541,11.64017,14.12191,9.874613,12.06896,7.191537
68, 1.180807 1 -6.005805, 1.410825, 2, 3.512221,5.218927,11.39411,13.84247,9.59347,11.76909,6.893116
69, 1.480807 1 -6.005805, 1.389392, 2, 3.212504,5.016336,11.1507,13.5639,9.313504,11.46923,6.59484
70, 1.780807 1 -6.005805, 1.389392, 2, 2.912845,4.823905,10.9101,13.28627,9.034823,11.16937,6.296726
71, 2.080806 1 -6.005805, 1.389392, 2, 2.613264,4.642897,10.67251,13.00963,8.757552,10.86952,5.998801
72, 2.380806 1 -6.005805, 1.389392, 2, 2.313792,4.474698,10.43814,12.73405,8.481828,10.56968,5.701094
73, 2.680806 1 -6.005805, 1.389392, 2, 2.014477,4.320804,10.2072,12.45959,8.207808,10.26985,5.40364
74, 2.980806 1 -6.005805, 1.389392, 2, 1.715401,4.182796,9.979939,12.18635,7.935665,9.970029,5.106484
75, 3.280806 1 -6.005805, 1.339612, 2, 1.416717,4.062291,9.756608,11.91438,7.665602,9.670218,4.809681
76, 3.580806 1 -6.005805, 1.002674, 2, 1.118736,3.960888,9.537485,11.6438,7.397847,9.370421,4.513301
77, 3.880806 1 -6.005805, 0.6972572, 2, 0.8222249,3.880086,9.322867,11.37469,7.132659,9.070637,4.217433
78, 4.180806 1 -6.005805, 0.4089997, 2, 0.5296579,3.82119,9.113072,11.10716,6.870336,8.770867,3.922192
